source_record_code,source_workbook,source_sheet,source_row,source_url,content_hash,raw_json
SRC-INTD-COMMUNITY-TRIBAL-8B6DD,6-Structured-Interdisciplinary.xlsx,Community Tribal Inclusive,20,https://nidm.gov.in/,98cb45b42d707582f01d6d8c99950f05972f5853ae4cad163b3504264fd3ef88,"{""Interdisciplinary Domain / Career Pathway"":""Community Climate Adaptation & Disaster Resilience"",""Parent Disciplines"":""Climate Studies + Geography + Social Work + Public Policy"",""Structured Course / Pathway Examples"":""MSc/MA Climate Studies, Disaster Management, Environmental Studies, Public Policy"",""Eligibility / Qualifying Degrees"":""Any UG; science/geography/social science/engineering preferred depending program"",""Level"":""PG/Diploma"",""Indicative Duration"":""1-2 years"",""Institutions / Support Ecosystem"":""TISS, NIDM, IIT climate centres, TERI SAS, Central Universities"",""Entrance / Admission Route"":""CUET PG / institute entrance"",""Core Skills"":""Risk mapping, participatory planning, GIS basics, climate communication"",""Preparation from 8th-12th"":""Geography, environment clubs, map reading, disaster awareness"",""Career / Livelihood Outcomes"":""Climate adaptation coordinator, disaster resilience planner, NGO/policy associate"",""Institution Availability Level"":""Emerging"",""Nature of Ecosystem"":""Climate + Governance + Community Development"",""Social Impact Orientation"":""Very High"",""Community Embeddedness"":""Field + planning interface"",""Govt / Funding Ecosystem"":""NDMA; NIDM; MoEFCC; State Disaster Authorities; CSR"",""Source / Reference URL"":""https://nidm.gov.in/""}"
SRC-INTD-COMMUNITY-TRIBAL-8C220,6-Structured-Interdisciplinary.xlsx,Community Tribal Inclusive,25,https://mib.gov.in/,fcd927d25451900fc69c62f5343b39de5c9547abac48f133cd98fcd72cb5c99e,"{""Interdisciplinary Domain / Career Pathway"":""Community Media, Folk Media & Development Communication"",""Parent Disciplines"":""Media Studies + Anthropology + Development + Language"",""Structured Course / Pathway Examples"":""MA Development Communication, Mass Communication, Folk Media, Community Radio training"",""Eligibility / Qualifying Degrees"":""Any UG; media/arts/social science helpful"",""Level"":""PG/Diploma"",""Indicative Duration"":""1-2 years"",""Institutions / Support Ecosystem"":""TISS, AJK MCRC Jamia, Central Universities, community radio centres"",""Entrance / Admission Route"":""CUET PG / institute-level"",""Core Skills"":""Audio-video production, local language communication, participatory media"",""Preparation from 8th-12th"":""Theatre, writing, photography, local storytelling"",""Career / Livelihood Outcomes"":""Community media producer, development communication officer, folk media coordinator"",""Institution Availability Level"":""Moderate"",""Nature of Ecosystem"":""Media + Development + Cultural Preservation"",""Social Impact Orientation"":""High"",""Community Embeddedness"":""Community-facing communication work"",""Govt / Funding Ecosystem"":""Ministry of I&B; Community Radio; CSR; NGO grants"",""Source / Reference URL"":""https://mib.gov.in/""}"
SRC-INTD-COMMUNITY-TRIBAL-92868,6-Structured-Interdisciplinary.xlsx,Community Tribal Inclusive,14,https://digitalindia.gov.in/,26997a77414e02a0ebf7a2d4800e4e575eea2fb4611ce30a6f6d2523531cf121,"{""Interdisciplinary Domain / Career Pathway"":""Rural Digital Inclusion & Vernacular Technology"",""Parent Disciplines"":""IT + Development Studies + Linguistics + Management"",""Structured Course / Pathway Examples"":""MA Development Studies, Rural Management, ICT for Development, language technology programs"",""Eligibility / Qualifying Degrees"":""Any UG; CS/IT/social science/management helpful"",""Level"":""PG/Diploma"",""Indicative Duration"":""1-2 years"",""Institutions / Support Ecosystem"":""TISS, IRMA, IIT/IIIT centres, Digital India ecosystems, state rural universities"",""Entrance / Admission Route"":""CUET PG / CAT/XAT for IRMA / institute-level"",""Core Skills"":""Digital literacy, vernacular content, training, ICT tools, field implementation"",""Preparation from 8th-12th"":""Computer basics, local language writing, community teaching, data collection"",""Career / Livelihood Outcomes"":""Digital inclusion coordinator, rural tech adoption specialist, NGO/CSR trainer"",""Institution Availability Level"":""Emerging"",""Nature of Ecosystem"":""Technology + Development + Governance"",""Social Impact Orientation"":""Very High"",""Community Embeddedness"":""Field + digital training interface"",""Govt / Funding Ecosystem"":""Digital India; CSC; Ministry of Rural Development; CSR"",""Source / Reference URL"":""https://digitalindia.gov.in/""}"
SRC-INTD-COMMUNITY-TRIBAL-92D6E,6-Structured-Interdisciplinary.xlsx,Community Tribal Inclusive,22,https://vvgnli.gov.in/,abb2206cdde2f2a4c5ed415021a507f476801f506189d3852f79a9b4df338cc8,"{""Interdisciplinary Domain / Career Pathway"":""Migration, Labour & Informal Economy Studies"",""Parent Disciplines"":""Sociology + Economics + Law + Development Studies"",""Structured Course / Pathway Examples"":""MA Development Studies, Labour Studies, Migration Studies, Social Work"",""Eligibility / Qualifying Degrees"":""Any UG; social sciences/economics/law/social work helpful"",""Level"":""PG/Research"",""Indicative Duration"":""2 years PG"",""Institutions / Support Ecosystem"":""TISS, JNU, Ambedkar University Delhi, Central Universities, V.V. Giri National Labour Institute"",""Entrance / Admission Route"":""CUET PG / institute-level"",""Core Skills"":""Survey research, labour law, policy analysis, data interpretation"",""Preparation from 8th-12th"":""Economics, civics, local interviews, basic statistics"",""Career / Livelihood Outcomes"":""Labour researcher, migration program manager, policy associate"",""Institution Availability Level"":""Rare"",""Nature of Ecosystem"":""Policy + Social Research + Rights"",""Social Impact Orientation"":""High"",""Community Embeddedness"":""Field research + institutional advocacy"",""Govt / Funding Ecosystem"":""Ministry of Labour; ICSSR; ILO-linked projects; CSR"",""Source / Reference URL"":""https://vvgnli.gov.in/""}"
SRC-INTD-COMMUNITY-TRIBAL-962F8,6-Structured-Interdisciplinary.xlsx,Community Tribal Inclusive,36,https://indiaculture.gov.in/,e1d3da762b1414989373a33846c07313f31683c6386de214c49ced6af6c795af,"{""Interdisciplinary Domain / Career Pathway"":""Tribal Art, Performance & Creative Enterprise"",""Parent Disciplines"":""Fine Arts + Anthropology + Cultural Studies + Entrepreneurship"",""Structured Course / Pathway Examples"":""Fine Arts, Performing Arts, Cultural Studies, Craft/Design enterprise programs"",""Eligibility / Qualifying Degrees"":""12th any for arts/design; UG for PG cultural studies"",""Level"":""UG/PG/Diploma"",""Indicative Duration"":""1-4 years"",""Institutions / Support Ecosystem"":""IGNTU, fine arts universities, performing arts institutes, tribal cultural centres"",""Entrance / Admission Route"":""Institute-level / CUET / design entrance"",""Core Skills"":""Performance documentation, cultural entrepreneurship, rights-sensitive curation"",""Preparation from 8th-12th"":""Art/theatre/music, local cultural study, portfolio building"",""Career / Livelihood Outcomes"":""Cultural entrepreneur, folk arts coordinator, community arts curator"",""Institution Availability Level"":""Rare"",""Nature of Ecosystem"":""Creative + Cultural Preservation + Livelihood"",""Social Impact Orientation"":""High"",""Community Embeddedness"":""Direct work with artists/communities"",""Govt / Funding Ecosystem"":""Ministry of Culture; Zonal Cultural Centres; TRIFED; CSR"",""Source / Reference URL"":""https://indiaculture.gov.in/""}"
SRC-INTD-COMMUNITY-TRIBAL-9FFB1,6-Structured-Interdisciplinary.xlsx,Community Tribal Inclusive,15,https://nrlm.gov.in/,d0b15efa9c59fb839d43da0afcbe7257318d0477306786cea9aaadcfb7c46acf,"{""Interdisciplinary Domain / Career Pathway"":""Livelihood Mission & SHG Enterprise Management"",""Parent Disciplines"":""Rural Management + Gender Studies + Finance + Social Work"",""Structured Course / Pathway Examples"":""MBA/PGDM Rural Management, MSW, livelihood and entrepreneurship development programs"",""Eligibility / Qualifying Degrees"":""Any UG; management/social work/rural development preferred"",""Level"":""PG/Diploma"",""Indicative Duration"":""1-2 years"",""Institutions / Support Ecosystem"":""IRMA, NIRDPR, TISS, state rural development institutes, IGNOU rural development"",""Entrance / Admission Route"":""CAT/XAT/CMAT/CUET PG/institute route"",""Core Skills"":""SHG mobilization, microfinance, enterprise planning, accounting basics"",""Preparation from 8th-12th"":""Economics, basic accounts, local market surveys, volunteering"",""Career / Livelihood Outcomes"":""Livelihood coordinator, SHG enterprise consultant, rural enterprise trainer"",""Institution Availability Level"":""Moderate"",""Nature of Ecosystem"":""Livelihood + Development + Entrepreneurship"",""Social Impact Orientation"":""Very High"",""Community Embeddedness"":""Direct group/community enterprise work"",""Govt / Funding Ecosystem"":""NRLM; DAY-NULM; NABARD; CSR"",""Source / Reference URL"":""https://nrlm.gov.in/""}"
SRC-INTD-COMMUNITY-TRIBAL-A6D9B,6-Structured-Interdisciplinary.xlsx,Community Tribal Inclusive,40,https://nbaindia.org/,736462be7d38815d24c07a2e94a3fff3589da2f332a7139b54b3d352d47f2314,"{""Interdisciplinary Domain / Career Pathway"":""Community Bio-Cultural Documentation & Ethics"",""Parent Disciplines"":""Anthropology + Life Sciences + Law + Digital Archiving"",""Structured Course / Pathway Examples"":""Research pathways in anthropology, biodiversity, ethics, digital documentation"",""Eligibility / Qualifying Degrees"":""Any UG; anthropology/life sciences/law/digital humanities helpful"",""Level"":""PG/Research"",""Indicative Duration"":""2 years PG; research varies"",""Institutions / Support Ecosystem"":""IGNTU, Central Universities, biodiversity boards, digital humanities centres"",""Entrance / Admission Route"":""CUET PG / research entrance"",""Core Skills"":""Consent protocols, documentation, biodiversity ethics, data archiving"",""Preparation from 8th-12th"":""Biology, ethics, local culture, recording and writing"",""Career / Livelihood Outcomes"":""Bio-cultural documentation researcher, ethics coordinator, heritage data associate"",""Institution Availability Level"":""Rare"",""Nature of Ecosystem"":""Research + Ethics + Cultural/Biodiversity Preservation"",""Social Impact Orientation"":""Very High"",""Community Embeddedness"":""Deep community consent-based work"",""Govt / Funding Ecosystem"":""NBA; MoEFCC; MoTA; ICSSR; UGC"",""Source / Reference URL"":""https://nbaindia.org/""}"
SRC-INTD-COMMUNITY-TRIBAL-AB611,6-Structured-Interdisciplinary.xlsx,Community Tribal Inclusive,23,https://www.tiss.edu/,1010f76c24f567b01c2ee7ccc9408a089eed7a26b9ec6d61a337d42a391e8b42,"{""Interdisciplinary Domain / Career Pathway"":""Social Exclusion & Inclusive Policy Studies"",""Parent Disciplines"":""Sociology + Public Policy + Law + Economics"",""Structured Course / Pathway Examples"":""MA Social Exclusion & Inclusive Policy, Development Studies, Public Policy"",""Eligibility / Qualifying Degrees"":""Any UG; social science/law/economics preferred"",""Level"":""PG/Research"",""Indicative Duration"":""2 years PG"",""Institutions / Support Ecosystem"":""TISS, Central Universities, UGC centres on social exclusion, public policy schools"",""Entrance / Admission Route"":""CUET PG / university admission"",""Core Skills"":""Equity analysis, policy writing, qualitative research, constitutional awareness"",""Preparation from 8th-12th"":""Civics, history, debate, social observation, writing"",""Career / Livelihood Outcomes"":""Inclusive policy analyst, research associate, social-sector consultant"",""Institution Availability Level"":""Rare"",""Nature of Ecosystem"":""Policy + Social Justice + Research"",""Social Impact Orientation"":""Very High"",""Community Embeddedness"":""Research + community/policy interface"",""Govt / Funding Ecosystem"":""UGC; ICSSR; Social Justice Ministry; CSR/NGO"",""Source / Reference URL"":""https://www.tiss.edu/""}"
SRC-INTD-COMMUNITY-TRIBAL-B1564,6-Structured-Interdisciplinary.xlsx,Community Tribal Inclusive,35,https://unigug.ac.in/,449e99f6f390e3772c1f67ff83f9b2209b7a2d471a72ff1d0796a41fc1d16f08,"{""Interdisciplinary Domain / Career Pathway"":""Gondwana Region Studies & Local Resource Development"",""Parent Disciplines"":""Regional Studies + Tribal Studies + Forestry + Development"",""Structured Course / Pathway Examples"":""Regional studies, tribal studies, rural development, environmental studies programs"",""Eligibility / Qualifying Degrees"":""Any UG; social science/environment/arts/science helpful"",""Level"":""PG/Research"",""Indicative Duration"":""2 years PG; research varies"",""Institutions / Support Ecosystem"":""Gondwana University, IGNTU, regional research centres, state universities"",""Entrance / Admission Route"":""University admission / CUET where applicable"",""Core Skills"":""Regional research, resource mapping, development documentation"",""Preparation from 8th-12th"":""Local geography/history, field visits, language awareness"",""Career / Livelihood Outcomes"":""Regional development researcher, local resource planner, NGO coordinator"",""Institution Availability Level"":""Rare"",""Nature of Ecosystem"":""Regional Knowledge + Development + Research"",""Social Impact Orientation"":""High"",""Community Embeddedness"":""Region-specific field work"",""Govt / Funding Ecosystem"":""State Tribal Dept.; ICSSR; CSR; local administration"",""Source / Reference URL"":""https://unigug.ac.in/""}"
SRC-INTD-COMMUNITY-TRIBAL-B59F0,6-Structured-Interdisciplinary.xlsx,Community Tribal Inclusive,39,https://icar.org.in/,6b520464bc804d5ae8ffd9209fe339d9bda5ab0b14e96a1447eb855c0233b29a,"{""Interdisciplinary Domain / Career Pathway"":""Indigenous Agriculture & Millets Enterprise"",""Parent Disciplines"":""Agriculture + Nutrition + Anthropology + Rural Enterprise"",""Structured Course / Pathway Examples"":""BSc/MSc Agriculture, food systems, agri-business, nutrition, rural development"",""Eligibility / Qualifying Degrees"":""PCB/PCM/Agriculture at 12th for agri; any UG for rural management"",""Level"":""UG/PG"",""Indicative Duration"":""3-4 years UG; 2 years PG"",""Institutions / Support Ecosystem"":""Agricultural universities, NIRDPR, IGNTU, millet research institutes, FPO ecosystems"",""Entrance / Admission Route"":""ICAR/CUET/State agriculture entrance"",""Core Skills"":""Traditional crops, FPO systems, value addition, nutrition branding"",""Preparation from 8th-12th"":""Biology/agriculture, local crop documentation, market surveys"",""Career / Livelihood Outcomes"":""Millet enterprise developer, FPO manager, nutrition livelihood consultant"",""Institution Availability Level"":""Emerging"",""Nature of Ecosystem"":""Agriculture + Nutrition + Livelihood"",""Social Impact Orientation"":""Very High"",""Community Embeddedness"":""Farmer/community enterprise work"",""Govt / Funding Ecosystem"":""Ministry of Agriculture; ICAR; Millet Mission; NABARD"",""Source / Reference URL"":""https://icar.org.in/""}"
SRC-INTD-COMMUNITY-TRIBAL-BFC9F,6-Structured-Interdisciplinary.xlsx,Community Tribal Inclusive,28,https://mofpi.gov.in/,1f8931c002da5dc44dc60ed34df82b8e306026ef3f8dd485be04c136e18cb375,"{""Interdisciplinary Domain / Career Pathway"":""Indigenous Food, Culinary Heritage & Nutrition Enterprise"",""Parent Disciplines"":""Food Science + Anthropology + Tourism + Entrepreneurship"",""Structured Course / Pathway Examples"":""Food technology/nutrition, culinary arts, tourism, rural enterprise programs"",""Eligibility / Qualifying Degrees"":""12th any/PCB/Home Science depending course; UG relevant for PG"",""Level"":""UG/PG/Diploma"",""Indicative Duration"":""1-3 years"",""Institutions / Support Ecosystem"":""IHM, food technology institutes, nutrition departments, tribal livelihood missions"",""Entrance / Admission Route"":""NCHM/Institute/CUET route"",""Core Skills"":""Food documentation, hygiene, branding, nutrition, entrepreneurship"",""Preparation from 8th-12th"":""Home science, local recipe documentation, food safety awareness"",""Career / Livelihood Outcomes"":""Culinary heritage entrepreneur, nutrition educator, food tourism curator"",""Institution Availability Level"":""Emerging"",""Nature of Ecosystem"":""Food Heritage + Livelihood + Health"",""Social Impact Orientation"":""High"",""Community Embeddedness"":""Community enterprise + documentation"",""Govt / Funding Ecosystem"":""Ministry of Food Processing; Tourism; TRIFED; FSSAI awareness"",""Source / Reference URL"":""https://mofpi.gov.in/""}"
SRC-INTD-COMMUNITY-TRIBAL-C1B8A,6-Structured-Interdisciplinary.xlsx,Community Tribal Inclusive,2,https://www.igntu.ac.in/,fa63ebd69b671237ce89f5893abe18e64788d0c5061302e9df9410508ffd2498,"{""Interdisciplinary Domain / Career Pathway"":""Tribal Studies & Indigenous Governance"",""Parent Disciplines"":""Anthropology + Sociology + Public Administration + Law"",""Structured Course / Pathway Examples"":""MA/MPhil/PhD Tribal Studies, Tribal Development, Indigenous Studies, Social Work specializations"",""Eligibility / Qualifying Degrees"":""Any UG; preference for Social Sciences/Humanities/Social Work/Law/Public Admin"",""Level"":""PG/Research"",""Indicative Duration"":""2 years PG; 3-5 years PhD"",""Institutions / Support Ecosystem"":""Indira Gandhi National Tribal University (IGNTU), Tribal Research Institutes, Central Universities"",""Entrance / Admission Route"":""CUET PG / university admission / research entrance"",""Core Skills"":""Ethnographic research, policy analysis, field documentation, constitutional literacy"",""Preparation from 8th-12th"":""Social science reading, local history, debate, basic field observation, languages"",""Career / Livelihood Outcomes"":""Tribal development officer, researcher, NGO/program coordinator, policy associate"",""Institution Availability Level"":""Rare"",""Nature of Ecosystem"":""Academic/Research + Governance + Social Sector"",""Social Impact Orientation"":""Very High"",""Community Embeddedness"":""Direct field/community work + policy interface"",""Govt / Funding Ecosystem"":""Ministry of Tribal Affairs; State TRIs; ICSSR; CSR; NGO grants"",""Source / Reference URL"":""https://www.igntu.ac.in/""}"
SRC-INTD-COMMUNITY-TRIBAL-C77AE,6-Structured-Interdisciplinary.xlsx,Community Tribal Inclusive,12,https://rehabcouncil.nic.in/,3fb1881f3e02959239fc3cee2bb990d8db4bccc75d8d39b724414d2d0bf0cc1e,"{""Interdisciplinary Domain / Career Pathway"":""Disability Studies & Rehabilitation Ecosystems"",""Parent Disciplines"":""Disability Studies + Social Work + Law + Education + Technology"",""Structured Course / Pathway Examples"":""MA Disability Studies, BEd Special Education, Rehabilitation Science, Assistive Tech programs"",""Eligibility / Qualifying Degrees"":""Any UG for disability studies; specific science/RCI norms for rehabilitation fields"",""Level"":""UG/PG/Professional"",""Indicative Duration"":""1-4 years depending course"",""Institutions / Support Ecosystem"":""TISS, NIEPMD, NIEPID, RCI-approved institutions, special education colleges"",""Entrance / Admission Route"":""Institute-level / RCI norms / CUET where applicable"",""Core Skills"":""Accessibility, disability law, rehabilitation planning, assistive tech awareness"",""Preparation from 8th-12th"":""Inclusive volunteering, basic psychology, empathy, accessibility observations"",""Career / Livelihood Outcomes"":""Disability inclusion officer, rehabilitation coordinator, inclusive education specialist"",""Institution Availability Level"":""Moderate"",""Nature of Ecosystem"":""Social Justice + Health + Education + Technology"",""Social Impact Orientation"":""Very High"",""Community Embeddedness"":""Direct work with disabled communities"",""Govt / Funding Ecosystem"":""Department of Empowerment of Persons with Disabilities; RCI; CSR"",""Source / Reference URL"":""https://rehabcouncil.nic.in/""}"
SRC-INTD-COMMUNITY-TRIBAL-D5FAD,6-Structured-Interdisciplinary.xlsx,Community Tribal Inclusive,31,https://nbaindia.org/,4b53a692ca33bc79a070c159a78eb427d43cc4b59d3002138609a7e7a14808d9,"{""Interdisciplinary Domain / Career Pathway"":""Indigenous Knowledge IPR & Benefit-Sharing"",""Parent Disciplines"":""Law + Biodiversity + Anthropology + Policy"",""Structured Course / Pathway Examples"":""LLM IPR/Environmental Law, Biodiversity Law, policy/research programs"",""Eligibility / Qualifying Degrees"":""Law/science/social science background depending program"",""Level"":""PG/Research"",""Indicative Duration"":""1-2 years PG; research varies"",""Institutions / Support Ecosystem"":""NLUs, biodiversity boards, law universities, central universities"",""Entrance / Admission Route"":""CLAT PG / university entrance"",""Core Skills"":""IPR, biodiversity law, community protocols, documentation ethics"",""Preparation from 8th-12th"":""Biology + civics, ethics, documentation, writing"",""Career / Livelihood Outcomes"":""IPR researcher, biodiversity policy associate, community protocol consultant"",""Institution Availability Level"":""Rare"",""Nature of Ecosystem"":""Legal + Biodiversity + Indigenous Rights"",""Social Impact Orientation"":""Very High"",""Community Embeddedness"":""Community consent and rights interface"",""Govt / Funding Ecosystem"":""National Biodiversity Authority; MoEFCC; MoTA; ICSSR"",""Source / Reference URL"":""https://nbaindia.org/""}"
SRC-INTD-COMMUNITY-TRIBAL-DEE83,6-Structured-Interdisciplinary.xlsx,Community Tribal Inclusive,16,https://www.nabard.org/,9ceff0e0e417713f337f114f12ddde8db0f7b4a5b8b89f1267017069e5dcc17e,"{""Interdisciplinary Domain / Career Pathway"":""Microfinance & Financial Inclusion"",""Parent Disciplines"":""Finance + Development + Social Work + Data"",""Structured Course / Pathway Examples"":""Rural Management, Development Finance, Social Entrepreneurship, FinTech inclusion pathways"",""Eligibility / Qualifying Degrees"":""Any UG; commerce/economics/management/social science useful"",""Level"":""PG/Diploma"",""Indicative Duration"":""1-2 years"",""Institutions / Support Ecosystem"":""IRMA, TISS, IIM social enterprise centres, NABARD training ecosystem"",""Entrance / Admission Route"":""CAT/XAT/CUET PG/institute-level"",""Core Skills"":""Financial literacy, credit appraisal, data reporting, field audits"",""Preparation from 8th-12th"":""Maths, commerce basics, financial literacy campaigns"",""Career / Livelihood Outcomes"":""Financial inclusion officer, microfinance operations, NGO program finance"",""Institution Availability Level"":""Moderate"",""Nature of Ecosystem"":""Finance + Social Impact + Rural Development"",""Social Impact Orientation"":""High"",""Community Embeddedness"":""Field + institutional finance interface"",""Govt / Funding Ecosystem"":""NABARD; SIDBI; NRLM; Financial Inclusion Mission"",""Source / Reference URL"":""https://www.nabard.org/""}"
SRC-INTD-COMMUNITY-TRIBAL-F7D9E,6-Structured-Interdisciplinary.xlsx,Community Tribal Inclusive,4,https://nmpb.nic.in/,a4c8ca92119deec3995a5d38ad7f486cb43790ac0e72448f4d1edcdb8e2167ce,"{""Interdisciplinary Domain / Career Pathway"":""Ethnobotany & Indigenous Medicinal Knowledge"",""Parent Disciplines"":""Botany + Anthropology + Pharmacy + Ayurveda + Ecology"",""Structured Course / Pathway Examples"":""BSc/MSc Botany/Ethnobotany, MSc Life Sciences with ethnobotany research, Ayurveda/medicinal plant programs"",""Eligibility / Qualifying Degrees"":""PCB at 12th; BSc Botany/Life Sciences/Ayurveda for PG"",""Level"":""UG/PG/Research"",""Indicative Duration"":""3 years UG; 2 years PG"",""Institutions / Support Ecosystem"":""IGNTU, North-Eastern Hill University, Central Universities, Botanical Survey of India, Ayurveda universities"",""Entrance / Admission Route"":""CUET UG/PG / university entrance"",""Core Skills"":""Plant identification, community interviewing, biodiversity documentation, ethics/IPR"",""Preparation from 8th-12th"":""Biology, nature journaling, herbarium basics, local plant names, science fairs"",""Career / Livelihood Outcomes"":""Ethnobotany researcher, medicinal plant enterprise support, biodiversity documentation officer"",""Institution Availability Level"":""Rare"",""Nature of Ecosystem"":""Academic/Research + Conservation + Livelihood"",""Social Impact Orientation"":""Very High"",""Community Embeddedness"":""Field-based with indigenous knowledge holders"",""Govt / Funding Ecosystem"":""Ministry of AYUSH; MoEFCC; National Medicinal Plants Board; DBT"",""Source / Reference URL"":""https://nmpb.nic.in/""}"
SRC-INTD-COMMUNITY-TRIBAL-FADC5,6-Structured-Interdisciplinary.xlsx,Community Tribal Inclusive,11,https://nimhans.ac.in/,2f12fec3017e0db1879a2ba11ca7b5bcdc17a62c584081982bacfe1c6cba1dc7,"{""Interdisciplinary Domain / Career Pathway"":""Community Mental Health & Social Work"",""Parent Disciplines"":""Psychology + Social Work + Public Health + Sociology"",""Structured Course / Pathway Examples"":""MSW, MA Psychology, MPhil/PG in psychiatric social work/community mental health"",""Eligibility / Qualifying Degrees"":""Any UG for MSW; Psychology background preferred for psychology PG"",""Level"":""PG/Professional"",""Indicative Duration"":""2 years PG; professional training varies"",""Institutions / Support Ecosystem"":""TISS, NIMHANS, RCI-linked institutions, university psychology/social work departments"",""Entrance / Admission Route"":""CUET PG / institute-level / university entrance"",""Core Skills"":""Counselling basics, casework, referral systems, trauma-informed practice"",""Preparation from 8th-12th"":""Psychology basics, volunteering, peer support, empathy, communication"",""Career / Livelihood Outcomes"":""Community mental health worker, social worker, program associate"",""Institution Availability Level"":""Emerging"",""Nature of Ecosystem"":""Health + Social Work + Inclusion"",""Social Impact Orientation"":""Very High"",""Community Embeddedness"":""Direct community + institutional work"",""Govt / Funding Ecosystem"":""Ministry of Health; Social Justice; NHM; NGO/CSR"",""Source / Reference URL"":""https://nimhans.ac.in/""}"
SRC-INTD-COMMUNITY-TRIBAL-FE1EB,6-Structured-Interdisciplinary.xlsx,Community Tribal Inclusive,38,https://www.niti.gov.in/,5c92a654071400d7a91801aed30796dd837ee57b3be57fa87cf250385d611887,"{""Interdisciplinary Domain / Career Pathway"":""Community Data, Impact Evaluation & Social Analytics"",""Parent Disciplines"":""Data Analytics + Development Studies + Public Policy"",""Structured Course / Pathway Examples"":""MA/MSc Data for Development, Public Policy analytics, social impact evaluation programs"",""Eligibility / Qualifying Degrees"":""Any UG; statistics/economics/social science/CS helpful"",""Level"":""PG/Certificate with degree pathway"",""Indicative Duration"":""1-2 years"",""Institutions / Support Ecosystem"":""IITs, ISI-linked ecosystems, TISS, public policy schools, development institutes"",""Entrance / Admission Route"":""CUET PG / institute-level"",""Core Skills"":""Statistics, survey design, Excel/R/Python, impact evaluation"",""Preparation from 8th-12th"":""Maths/statistics, surveys, spreadsheets, social science reading"",""Career / Livelihood Outcomes"":""Monitoring & Evaluation analyst, CSR impact evaluator, social data researcher"",""Institution Availability Level"":""Emerging"",""Nature of Ecosystem"":""Data + Development + Policy"",""Social Impact Orientation"":""High"",""Community Embeddedness"":""Field data + institutional analysis"",""Govt / Funding Ecosystem"":""NITI Aayog ecosystems; CSR; ICSSR; NGO grants"",""Source / Reference URL"":""https://www.niti.gov.in/""}"
SRC-INTD-DESIGN-BUSINESS-08635,6-Structured-Interdisciplinary.xlsx,Design + Business + Technology,4,https://www.uceed.iitb.ac.in/,9f44a283ff2fddcb2ab7506ce6b04d0573274695768e3d0c430649669d840b88,"{""Career / Pathway"":""Product Experience Manager"",""Parent Disciplines"":""Design + Product + Data"",""Structured Course(s)"":""BDes/MDes/MBA product/design"",""Eligibility"":""Design/engineering/business background"",""Institutions / Ecosystem"":""Design schools, B-schools, startups"",""Skills"":""UX, analytics, product strategy"",""Salary / Revenue"":""₹8-25 LPA"",""Work Mode"":""Product/Hybrid"",""Preparation / Portfolio"":""Product case portfolio"",""Source URL"":""https://www.uceed.iitb.ac.in/""}"
SRC-INTD-DESIGN-BUSINESS-17949,6-Structured-Interdisciplinary.xlsx,Design + Business + Technology,5,https://admissions.nid.edu/,4b231049e6554c70b28518e2feb8583192c67a56e7d1e1cb7f8a6cff9d352686,"{""Career / Pathway"":""Legal Design Consultant"",""Parent Disciplines"":""Law + Design"",""Structured Course(s)"":""LLB + design thinking/communication design"",""Eligibility"":""Law/design background"",""Institutions / Ecosystem"":""NLUs, NID, legal tech"",""Skills"":""Simplification, visuals, UX"",""Salary / Revenue"":""₹5-18 LPA"",""Work Mode"":""Consulting"",""Preparation / Portfolio"":""Legal infographic/template set"",""Source URL"":""https://admissions.nid.edu/""}"
SRC-INTD-DESIGN-BUSINESS-193B0,6-Structured-Interdisciplinary.xlsx,Design + Business + Technology,3,https://admissions.nid.edu/,f7e05dfbd1ca6fd6b334961ec877f2e3d6b88640c6b379d6828b37193de3588b,"{""Career / Pathway"":""Service Designer"",""Parent Disciplines"":""Design + Management + Sociology"",""Structured Course(s)"":""BDes/MDes service design; MBA design strategy"",""Eligibility"":""Any stream for UG design; graduation for PG"",""Institutions / Ecosystem"":""NID, IITs, design schools"",""Skills"":""Journey mapping, systems thinking"",""Salary / Revenue"":""₹6-20 LPA"",""Work Mode"":""Consulting/Product"",""Preparation / Portfolio"":""Service blueprint portfolio"",""Source URL"":""https://admissions.nid.edu/""}"
SRC-INTD-DESIGN-BUSINESS-6296B,6-Structured-Interdisciplinary.xlsx,Design + Business + Technology,7,https://swayam.gov.in/,da7786fce287fb7f01191f368cca0bbd00e323cb97b27a030a60af8fc3789f15,"{""Career / Pathway"":""No-code Business Systems Designer"",""Parent Disciplines"":""Business + Design + Tech"",""Structured Course(s)"":""BBA/BDes/IT + structured product/automation certification"",""Eligibility"":""Any graduate with tech aptitude"",""Institutions / Ecosystem"":""Universities, NPTEL/SWAYAM support"",""Skills"":""Process design, automation, UI logic"",""Salary / Revenue"":""₹4-15 LPA"",""Work Mode"":""Remote/Hybrid"",""Preparation / Portfolio"":""Workflow automation portfolio"",""Source URL"":""https://swayam.gov.in/""}"
